Variable Categories,Variable Subject,Mother Variable Survey Origin,Mother - Variable,Mother - Label,Smartphone Pilot - Variable,Smartphone Pilot - Label,Smartphone-HH,Smartphone-Person,Smartphone-Vehicle,Smartphone-Day,Smartphone-Trip,Smartphone Pilot - Location,NYCDOT Mobility - Variable,NYCDOT Mobility - Label,NYCDOT-HH,NYCDOT-Person,NYCDOT-Vehicle,NYCDOT-Day,NYCDOT-Trip,NHTS - Variable,NHTS - Label,NHTS - HH,NHTS - PER,NHTS - VEH,NHTS - TRIP,RHTS - Variable,RHTS - Label,RHTS - HH_DELIV,RHTS - PER_DELIV,RHTS - VEH_DELIV,RHTS - PLACE_DELIV,RHTS - LINKEDTRIPS,RHTS - UNLINKEDTRIPS,RHTS - TOUR,RHTS - SUBTOUR
Trip-Level,General trip characteristics,RHTS,PRIM_TRP2,Tripno for 2nd Trip to Primary Dest,,,,,,,,,,,,,,,,,,,,,,PRIM_TRP2,Tripno for 2nd Trip to Primary Dest,,,,,,,1,
Trip-Level,General trip characteristics,RHTS,PRIM_TRP3,Tripno for 3rd Trip to Primary Dest,,,,,,,,,,,,,,,,,,,,,,PRIM_TRP3,Tripno for 3rd Trip to Primary Dest,,,,,,,1,
Trip-Level,General trip characteristics,RHTS,PRIM_TRP4,Tripno for 4th Trip to Primary Dest,,,,,,,,,,,,,,,,,,,,,,PRIM_TRP4,Tripno for 4th Trip to Primary Dest,,,,,,,1,
Trip-Level,General trip characteristics,RHTS,TRIP_NUM,Number of Trips on the tour,,,,,,,,,,,,,,,,,,,,,,TRIP_NUM,Number of Trips on the tour,,,,,,,1,
Trip-Level,General trip characteristics,RHTS,SUBTOURS,Number of Subtours,,,,,,,,,,,,,,,,,,,,,,SUBTOURS,Number of Subtours,,,,,,,1,1
Trip-Level,General trip characteristics,RHTS,OB_S1PRIOR,Priority of Outbound Stop 1,,,,,,,,,,,,,,,,,,,,,,OB_S1PRIOR,Priority of Outbound Stop 1,,,,,,,1,1
Trip-Level,General trip characteristics,RHTS,OB_S1TRPNO,TripNo for Outbound Stop 1,,,,,,,,,,,,,,,,,,,,,,OB_S1TRPNO,TripNo for Outbound Stop 1,,,,,,,1,1
Trip-Level,General trip characteristics,RHTS,OB_S1PURP,Purpose for Outbound Stop 1,,,,,,,,,,,,,,,,,,,,,,OB_S1PURP,Purpose for Outbound Stop 1,,,,,,,1,1
Trip-Level,Census-related,RHTS,OB_S1TRACT,Census Tract 2010 for Outbound Stop 1,,,,,,,,,,,,,,,,,,,,,,OB_S1TRACT,Census Tract 2010 for Outbound Stop 1,,,,,,,1,1
Trip-Level,Census-related,RHTS,OB_S1TAZ,TAZ (NYMTC) for Outbound Stop 1,,,,,,,,,,,,,,,,,,,,,,OB_S1TAZ,TAZ (NYMTC) for Outbound Stop 1,,,,,,,1,1
Trip-Level,General trip characteristics,RHTS,IB_S1PRIOR,Priority of Inbound Stop 1,,,,,,,,,,,,,,,,,,,,,,IB_S1PRIOR,Priority of Inbound Stop 1,,,,,,,1,1
Trip-Level,General trip characteristics,RHTS,IB_S1TRPNO,TripNo of Inbound Stop 1,,,,,,,,,,,,,,,,,,,,,,IB_S1TRPNO,TripNo of Inbound Stop 1,,,,,,,1,1
Trip-Level,General trip characteristics,RHTS,IB_S1PURP,Purpose for Inbound Stop 1,,,,,,,,,,,,,,,,,,,,,,IB_S1PURP,Purpose for Inbound Stop 1,,,,,,,1,1
Trip-Level,Census-related,RHTS,IB_S1TRACT,Census Tract 2010 for Inbound Stop 1,,,,,,,,,,,,,,,,,,,,,,IB_S1TRACT,Census Tract 2010 for Inbound Stop 1,,,,,,,1,1
Trip-Level,Census-related,RHTS,IB_S1TAZ,TAZ (NYMTC) for Inbound Stop 1,,,,,,,,,,,,,,,,,,,,,,IB_S1TAZ,TAZ (NYMTC) for Inbound Stop 1,,,,,,,1,1
Trip-Level,General trip characteristics,RHTS,OB_S2PRIOR,Priority of Outbound Stop 2,,,,,,,,,,,,,,,,,,,,,,OB_S2PRIOR,Priority of Outbound Stop 2,,,,,,,1,1
Trip-Level,General trip characteristics,RHTS,OB_S2TRPNO,TripNo for Outbound Stop 2,,,,,,,,,,,,,,,,,,,,,,OB_S2TRPNO,TripNo for Outbound Stop 2,,,,,,,1,1
Trip-Level,General trip characteristics,RHTS,OB_S2PURP,Purpose for Outbound Stop 2,,,,,,,,,,,,,,,,,,,,,,OB_S2PURP,Purpose for Outbound Stop 2,,,,,,,1,1
Trip-Level,Census-related,RHTS,OB_S2TRACT,Census Tract 2010 for Outbound Stop 2,,,,,,,,,,,,,,,,,,,,,,OB_S2TRACT,Census Tract 2010 for Outbound Stop 2,,,,,,,1,1
Trip-Level,Census-related,RHTS,OB_S2TAZ,TAZ (NYMTC) for Outbound Stop 2,,,,,,,,,,,,,,,,,,,,,,OB_S2TAZ,TAZ (NYMTC) for Outbound Stop 2,,,,,,,1,1
Trip-Level,General trip characteristics,RHTS,IB_S2PRIOR,Priority of Inbound Stop 2,,,,,,,,,,,,,,,,,,,,,,IB_S2PRIOR,Priority of Inbound Stop 2,,,,,,,1,1
Trip-Level,General trip characteristics,RHTS,IB_S2TRPNO,TripNo of Inbound Stop 2,,,,,,,,,,,,,,,,,,,,,,IB_S2TRPNO,TripNo of Inbound Stop 2,,,,,,,1,1
Trip-Level,General trip characteristics,RHTS,IB_S2PURP,Purpose for Inbound Stop 2,,,,,,,,,,,,,,,,,,,,,,IB_S2PURP,Purpose for Inbound Stop 2,,,,,,,1,1
Trip-Level,Census-related,RHTS,IB_S2TRACT,Census Tract 2010 for Inbound Stop 2,,,,,,,,,,,,,,,,,,,,,,IB_S2TRACT,Census Tract 2010 for Inbound Stop 2,,,,,,,1,1
Trip-Level,Census-related,RHTS,IB_S2TAZ,TAZ (NYMTC) for Inbound Stop 2,,,,,,,,,,,,,,,,,,,,,,IB_S2TAZ,TAZ (NYMTC) for Inbound Stop 2,,,,,,,1,1
Trip-Level,General trip characteristics,RHTS,OB_S3PRIOR,Priority of Outbound Stop 3,,,,,,,,,,,,,,,,,,,,,,OB_S3PRIOR,Priority of Outbound Stop 3,,,,,,,1,1
Trip-Level,General trip characteristics,RHTS,OB_S3TRPNO,TripNo for Outbound Stop 3,,,,,,,,,,,,,,,,,,,,,,OB_S3TRPNO,TripNo for Outbound Stop 3,,,,,,,1,1
Trip-Level,General trip characteristics,RHTS,OB_S3PURP,Purpose for Outbound Stop 3,,,,,,,,,,,,,,,,,,,,,,OB_S3PURP,Purpose for Outbound Stop 3,,,,,,,1,1
Trip-Level,Census-related,RHTS,OB_S3TRACT,Census Tract 2010 for Outbound Stop 3,,,,,,,,,,,,,,,,,,,,,,OB_S3TRACT,Census Tract 2010 for Outbound Stop 3,,,,,,,1,1
Trip-Level,Census-related,RHTS,OB_S3TAZ,TAZ (NYMTC) for Outbound Stop 3,,,,,,,,,,,,,,,,,,,,,,OB_S3TAZ,TAZ (NYMTC) for Outbound Stop 3,,,,,,,1,1
Trip-Level,General trip characteristics,RHTS,IB_S3PRIOR,Priority of Inbound Stop 3,,,,,,,,,,,,,,,,,,,,,,IB_S3PRIOR,Priority of Inbound Stop 3,,,,,,,1,1
Trip-Level,General trip characteristics,RHTS,IB_S3TRPNO,TripNo of Inbound Stop 3,,,,,,,,,,,,,,,,,,,,,,IB_S3TRPNO,TripNo of Inbound Stop 3,,,,,,,1,1
Trip-Level,General trip characteristics,RHTS,IB_S3PURP,Purpose for Inbound Stop 3,,,,,,,,,,,,,,,,,,,,,,IB_S3PURP,Purpose for Inbound Stop 3,,,,,,,1,1
Trip-Level,Census-related,RHTS,IB_S3TRACT,Census Tract 2010 for Inbound Stop 3,,,,,,,,,,,,,,,,,,,,,,IB_S3TRACT,Census Tract 2010 for Inbound Stop 3,,,,,,,1,1
Trip-Level,Census-related,RHTS,IB_S3TAZ,TAZ (NYMTC) for Inbound Stop 3,,,,,,,,,,,,,,,,,,,,,,IB_S3TAZ,TAZ (NYMTC) for Inbound Stop 3,,,,,,,1,1
Trip-Level,General trip characteristics,RHTS,OB_S4PRIOR,Priority of Outbound Stop 4,,,,,,,,,,,,,,,,,,,,,,OB_S4PRIOR,Priority of Outbound Stop 4,,,,,,,1,1
Trip-Level,General trip characteristics,RHTS,OB_S4TRPNO,TripNo for Outbound Stop 4,,,,,,,,,,,,,,,,,,,,,,OB_S4TRPNO,TripNo for Outbound Stop 4,,,,,,,1,1
Trip-Level,General trip characteristics,RHTS,OB_S4PURP,Purpose for Outbound Stop 4,,,,,,,,,,,,,,,,,,,,,,OB_S4PURP,Purpose for Outbound Stop 4,,,,,,,1,1
Trip-Level,Census-related,RHTS,OB_S4TRACT,Census Tract 2010 for Outbound Stop 4,,,,,,,,,,,,,,,,,,,,,,OB_S4TRACT,Census Tract 2010 for Outbound Stop 4,,,,,,,1,1
Trip-Level,Census-related,RHTS,OB_S4TAZ,TAZ (NYMTC) for Outbound Stop 4,,,,,,,,,,,,,,,,,,,,,,OB_S4TAZ,TAZ (NYMTC) for Outbound Stop 4,,,,,,,1,1
Trip-Level,General trip characteristics,RHTS,IB_S4PRIOR,Priority of Inbound Stop 4,,,,,,,,,,,,,,,,,,,,,,IB_S4PRIOR,Priority of Inbound Stop 4,,,,,,,1,1
Trip-Level,General trip characteristics,RHTS,IB_S4TRPNO,TripNo of Inbound Stop 4,,,,,,,,,,,,,,,,,,,,,,IB_S4TRPNO,TripNo of Inbound Stop 4,,,,,,,1,1
Trip-Level,General trip characteristics,RHTS,IB_S4PURP,Purpose for Inbound Stop 4,,,,,,,,,,,,,,,,,,,,,,IB_S4PURP,Purpose for Inbound Stop 4,,,,,,,1,1
Trip-Level,Census-related,RHTS,IB_S4TRACT,Census Tract 2010 for Inbound Stop 4,,,,,,,,,,,,,,,,,,,,,,IB_S4TRACT,Census Tract 2010 for Inbound Stop 4,,,,,,,1,1
Trip-Level,Census-related,RHTS,IB_S4TAZ,TAZ (NYMTC) for Inbound Stop 4,,,,,,,,,,,,,,,,,,,,,,IB_S4TAZ,TAZ (NYMTC) for Inbound Stop 4,,,,,,,1,1
Trip-Level,Travel experience-related,RHTS,IB_LDEPHBT,Departure Time for Inbound Leg,,,,,,,,,,,,,,,,,,,,,,IB_LDEPHBT,Departure Time for Inbound Leg,,,,,,,1,
Trip-Level,Travel experience-related,RHTS,IB_LARRHBT,Arrival Time for Inbound Leg,,,,,,,,,,,,,,,,,,,,,,IB_LARRHBT,Arrival Time for Inbound Leg,,,,,,,1,
Trip-Level,Travel experience-related,RHTS,OB_LDEPS1,Departure Time for Stop 1 on OB Leg,,,,,,,,,,,,,,,,,,,,,,OB_LDEPS1,Departure Time for Stop 1 on OB Leg,,,,,,,1,
Trip-Level,Travel experience-related,RHTS,OB_LARRS1,Arrival Time for Stop 1 on OB Leg,,,,,,,,,,,,,,,,,,,,,,OB_LARRS1,Arrival Time for Stop 1 on OB Leg,,,,,,,1,
Trip-Level,Travel experience-related,RHTS,IB_LDEPS1,Departure Time for Stop 1 on IB Leg,,,,,,,,,,,,,,,,,,,,,,IB_LDEPS1,Departure Time for Stop 1 on IB Leg,,,,,,,1,
Trip-Level,Travel experience-related,RHTS,IB_LARRS1,Arrival Time for  Stop 1 on IB Leg,,,,,,,,,,,,,,,,,,,,,,IB_LARRS1,Arrival Time for  Stop 1 on IB Leg,,,,,,,1,
Trip-Level,Travel experience-related,RHTS,OB_LDEPS2,Departure Time for Stop 2 on OB Leg,,,,,,,,,,,,,,,,,,,,,,OB_LDEPS2,Departure Time for Stop 2 on OB Leg,,,,,,,1,
Trip-Level,Travel experience-related,RHTS,OB_LARRS2,Arrival Time for Stop 2 on OB Leg,,,,,,,,,,,,,,,,,,,,,,OB_LARRS2,Arrival Time for Stop 2 on OB Leg,,,,,,,1,
Trip-Level,Travel experience-related,RHTS,IB_LDEPS2,Departure Time for Stop 2 on IB Leg,,,,,,,,,,,,,,,,,,,,,,IB_LDEPS2,Departure Time for Stop 2 on IB Leg,,,,,,,1,
Trip-Level,Travel experience-related,RHTS,IB_LARRS2,Arrival Time for  Stop 2 on IB Leg,,,,,,,,,,,,,,,,,,,,,,IB_LARRS2,Arrival Time for  Stop 2 on IB Leg,,,,,,,1,
Trip-Level,Travel experience-related,RHTS,OB_LDEPS3,Departure Time for Stop 3 on OB Leg,,,,,,,,,,,,,,,,,,,,,,OB_LDEPS3,Departure Time for Stop 3 on OB Leg,,,,,,,1,
Trip-Level,Travel experience-related,RHTS,OB_LARRS3,Arrival Time for Stop 3 on OB Leg,,,,,,,,,,,,,,,,,,,,,,OB_LARRS3,Arrival Time for Stop 3 on OB Leg,,,,,,,1,
Trip-Level,Travel experience-related,RHTS,IB_LDEPS3,Departure Time for Stop 3 on IB Leg,,,,,,,,,,,,,,,,,,,,,,IB_LDEPS3,Departure Time for Stop 3 on IB Leg,,,,,,,1,
Trip-Level,Travel experience-related,RHTS,IB_LARRS3,Arrival Time for  Stop 3 on IB Leg,,,,,,,,,,,,,,,,,,,,,,IB_LARRS3,Arrival Time for  Stop 3 on IB Leg,,,,,,,1,
Trip-Level,Travel experience-related,RHTS,OB_LDEPS4,Departure Time for Stop 4 on OB Leg,,,,,,,,,,,,,,,,,,,,,,OB_LDEPS4,Departure Time for Stop 4 on OB Leg,,,,,,,1,
Trip-Level,Travel experience-related,RHTS,OB_LARRS4,Arrival Time for Stop 4 on OB Leg,,,,,,,,,,,,,,,,,,,,,,OB_LARRS4,Arrival Time for Stop 4 on OB Leg,,,,,,,1,
Trip-Level,Travel experience-related,RHTS,IB_LDEPS4,Departure Time for Stop 4 on IB Leg,,,,,,,,,,,,,,,,,,,,,,IB_LDEPS4,Departure Time for Stop 4 on IB Leg,,,,,,,1,
Trip-Level,Travel experience-related,RHTS,IB_LARRS4,Arrival Time for  Stop 4 on IB Leg,,,,,,,,,,,,,,,,,,,,,,IB_LARRS4,Arrival Time for  Stop 4 on IB Leg,,,,,,,1,
Trip-Level,General trip characteristics,RHTS,HSTART,1 if Tour Started at Home,,,,,,,,,,,,,,,,,,,,,,HSTART,1 if Tour Started at Home,,,,,,,1,
Trip-Level,General trip characteristics,RHTS,HEND,1 if Tour Ended at Home,,,,,,,,,,,,,,,,,,,,,,HEND,1 if Tour Ended at Home,,,,,,,1,
Trip-Level,Vehicle-related,RHTS,MODEOUT,Mode for Outbound Leg,,,,,,,,,,,,,,,,,,,,,,MODEOUT,Mode for Outbound Leg,,,,,,,1,
Trip-Level,Vehicle-related,RHTS,MODEINB,Mode for Inbound Leg,,,,,,,,,,,,,,,,,,,,,,MODEINB,Mode for Inbound Leg,,,,,,,1,
Trip-Level,Vehicle characteristics,RHTS,TOURMODE,Tour Mode,,,,,,,,,,,,,,,,,,,,,,TOURMODE,Tour Mode,,,,,,,1,
Trip-Level,General trip characteristics,RHTS,GEO_GROUP1_P,Geo group 1 for Primary Destination,,,,,,,,,,,,,,,,,,,,,,GEO_GROUP1_P,Geo group 1 for Primary Destination,,,,,,,1,
Trip-Level,General trip characteristics,RHTS,GEO_GROUP2_P,Geo group 2 for Primary Destination,,,,,,,,,,,,,,,,,,,,,,GEO_GROUP2_P,Geo group 2 for Primary Destination,,,,,,,1,
Trip-Level,General trip characteristics,RHTS,GEO_GROUP3_P,Geo group 3 for Primary Destination,,,,,,,,,,,,,,,,,,,,,,GEO_GROUP3_P,Geo group 3 for Primary Destination,,,,,,,1,
Trip-Level,General trip characteristics,RHTS,PCOUNTY,Prime Destination County,,,,,,,,,,,,,,,,,,,,,,PCOUNTY,Prime Destination County,,,,,,,1,
Trip-Level,General trip characteristics,RHTS,SUBT_DPRIOR,Priority for Subtour Destination,,,,,,,,,,,,,,,,,,,,,,SUBT_DPRIOR,Priority for Subtour Destination,,,,,,,,1
Trip-Level,General trip characteristics,RHTS,SUBT_DTRPNO,Trip No. for Subtour Destination,,,,,,,,,,,,,,,,,,,,,,SUBT_DTRPNO,Trip No. for Subtour Destination,,,,,,,,1
Trip-Level,General trip characteristics,RHTS,SUBT_PURP,Subtour Purpose,,,,,,,,,,,,,,,,,,,,,,SUBT_PURP,Subtour Purpose,,,,,,,,1
Trip-Level,Census-related,RHTS,SUBT_DTAZ,Subtour Destination TAZ (NYMTC),,,,,,,,,,,,,,,,,,,,,,SUBT_DTAZ,Subtour Destination TAZ (NYMTC),,,,,,,,1
Trip-Level,Census-related,RHTS,SUBT_DTRACT,Subtour Destination Census Tract 2010,,,,,,,,,,,,,,,,,,,,,,SUBT_DTRACT,Subtour Destination Census Tract 2010,,,,,,,,1
Trip-Level,Travel experience-related,RHTS,OB_LDEPHBT,Departure Time for Outbound Leg of Main HB Tour,,,,,,,,,,,,,,,,,,,,,,OB_LDEPHBT,Departure Time for Outbound Leg of Main HB Tour,,,,,,,1,1
Trip-Level,Travel experience-related,RHTS,OB_LARRHBT,Arrival Time for Outbound Leg of Main HB Tour,,,,,,,,,,,,,,,,,,,,,,OB_LARRHBT,Arrival Time for Outbound Leg of Main HB Tour,,,,,,,1,1
Trip-Level,Travel experience-related,RHTS,IN_LDEPHB,Departure Time for Inbound Leg of Main HB Tour,,,,,,,,,,,,,,,,,,,,,,IN_LDEPHB,Departure Time for Inbound Leg of Main HB Tour,,,,,,,,1
Trip-Level,Travel experience-related,RHTS,IN_LARRHB,Arrival Time for Inbound Leg of Main HB Tour,,,,,,,,,,,,,,,,,,,,,,IN_LARRHB,Arrival Time for Inbound Leg of Main HB Tour,,,,,,,,1
Trip-Level,Travel experience-related,RHTS,OB_LDEPSUBT,Departure Time for Outbound Leg of subtour,,,,,,,,,,,,,,,,,,,,,,OB_LDEPSUBT,Departure Time for Outbound Leg of subtour,,,,,,,,1
Trip-Level,Travel experience-related,RHTS,OB_LARRSUBT,Arrival Time for Outbound Leg of subtour,,,,,,,,,,,,,,,,,,,,,,OB_LARRSUBT,Arrival Time for Outbound Leg of subtour,,,,,,,,1
Trip-Level,Travel experience-related,RHTS,IN_LDEPSUBT,Departure Time for Inbound Leg of subtour,,,,,,,,,,,,,,,,,,,,,,IN_LDEPSUBT,Departure Time for Inbound Leg of subtour,,,,,,,,1
Trip-Level,Travel experience-related,RHTS,IN_LARRSUBT,Arrival Time for Inbound Leg of subtour,,,,,,,,,,,,,,,,,,,,,,IN_LARRSUBT,Arrival Time for Inbound Leg of subtour,,,,,,,,1
Trip-Level,Travel experience-related,RHTS,OB_LSTOPS,# Non_Escorting Stops on OB leg,,,,,,,,,,,,,,,,,,,,,,OB_LSTOPS,# Non_Escorting Stops on OB leg,,,,,,,1,1
Trip-Level,Travel experience-related,RHTS,OB_LESCORT,#Escorting Stops on OB leg,,,,,,,,,,,,,,,,,,,,,,OB_LESCORT,#Escorting Stops on OB leg,,,,,,,1,1
Trip-Level,Travel experience-related,RHTS,IB_LSTOPS,# Non_Escorting  on IB leg,,,,,,,,,,,,,,,,,,,,,,IB_LSTOPS,# Non_Escorting  on IB leg,,,,,,,1,1
Trip-Level,Travel experience-related,RHTS,IB_LESCORT,#Escorting Stops on IB leg,,,,,,,,,,,,,,,,,,,,,,IB_LESCORT,#Escorting Stops on IB leg,,,,,,,1,1
Trip-Level,Vehicle-related,RHTS,OB_LMODE,Mode for Outbound Leg,,,,,,,,,,,,,,,,,,,,,,OB_LMODE,Mode for Outbound Leg,,,,,,,,1
Trip-Level,Vehicle-related,RHTS,IB_LMODE,Mode for Inbound Leg,,,,,,,,,,,,,,,,,,,,,,IB_LMODE,Mode for Inbound Leg,,,,,,,1,1
Trip-Level,Survey-related,RHTS,UNIQUEID3,Unique ID for Tours (use to merge with Tour File),,,,,,,,,,,,,,,,,,,,,,UNIQUEID3,Unique ID for Tours (use to merge with Tour File),,,,,,1,1,1
Trip-Level,Survey-related,RHTS,UNIQUEID4,Unique ID for SubTours (use to merge with Linked Trip File),,,,,,,,,,,,,,,,,,,,,,UNIQUEID4,Unique ID for SubTours (use to merge with Linked Trip File),,,,,1,,,1
Trip-Level,General trip characteristics,RHTS,TOURFAC,Tour correction factor,,,,,,,,,,,,,,,,,,,,,,TOURFAC,Tour correction factor,,,,,1,1,1,1
Trip-Level,General trip characteristics,RHTS,WHT_FAC3,Final Weight,,,,,,,,,,,,,,,,,,,,,,WHT_FAC3,Final Weight,,,,,1,1,1,1
Trip-Level,Survey-related,RHTS,HNYC,1 if Home is in NYC,,,,,,,,,,,,,,,,,,,,,,HNYC,1 if Home is in NYC,,,,,1,1,1,1
Trip-Level,Survey-related,RHTS,HMPO,Residence MPO,,,,,,,,,,,,,,,,,,,,,,HMPO,Residence MPO,,,,,1,1,1,1
Trip-Level,General trip characteristics,RHTS,PRIM_NYC,1 if Prime Destination is in NYC,,,,,,,,,,,,,,,,,,,,,,PRIM_NYC,1 if Prime Destination is in NYC,,,,,,,1,1
Trip-Level,General trip characteristics,RHTS,PRIM_MPO,Prime destination's MPO,,,,,,,,,,,,,,,,,,,,,,PRIM_MPO,Prime destination's MPO,,,,,,,1,1
Trip-Level,General trip characteristics,RHTS,GEO_GROUP1_O,Geo group 1 for origin,,,,,,,,,,,,,,,,,,,,,,GEO_GROUP1_O,Geo group 1 for origin,,,,,1,1,1,
Trip-Level,General trip characteristics,RHTS,GEO_GROUP2_O,Geo group 2 for origin,,,,,,,,,,,,,,,,,,,,,,GEO_GROUP2_O,Geo group 2 for origin,,,,,1,1,1,1
Trip-Level,General trip characteristics,RHTS,GEO_GROUP3_O,Geo group 3 for origin,,,,,,,,,,,,,,,,,,,,,,GEO_GROUP3_O,Geo group 3 for origin,,,,,1,1,1,1
Trip-Level,General trip characteristics,RHTS,GEO_GROUP1_D,Geo group 1 for destination,,,,,,,,,,,,,,,,,,,,,,GEO_GROUP1_D,Geo group 1 for destination,,,,,1,1,,1
Trip-Level,General trip characteristics,RHTS,GEO_GROUP2_D,Geo group 2 for destination,,,,,,,,,,,,,,,,,,,,,,GEO_GROUP2_D,Geo group 2 for destination,,,,,1,1,,1
Trip-Level,General trip characteristics,RHTS,GEO_GROUP3_D,Geo group 3 for destination,,,,,,,,,,,,,,,,,,,,,,GEO_GROUP3_D,Geo group 3 for destination,,,,,1,1,,1
Trip-Level,Survey-related,RHTS,ADJ_COUNTY,Adjacent County flags,,,,,,,,,,,,,,,,,,,,,,ADJ_COUNTY,Adjacent County flags,,,,,1,1,1,1
Trip-Level,Survey-related,RHTS,OCOUNTY,Origin County,,,,,,,,,,,,,,,,,,,,,,OCOUNTY,Origin County,,,,,1,1,1,1
Trip-Level,Survey-related,RHTS,DCOUNTY,Destination County,,,,,,,,,,,,,,,,,,,,,,DCOUNTY,Destination County,,,,,1,1,,1
